harris,,local_laplacian,,unsharp,,bilateral_grid,,camera_pipe,,nl_means,,stencil_chain,,iir_blur,,interpolate,,max_filter,
ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline
2506.190385,2529.853142,53009.648446,57109.279611,1973.765491,1982.166858,1091.973545,888.454604,5191.369382,5206.229336,5047.246716,2424.166426,20917.530120,24210.791176,537.414017,653.027959,4890.092309,4106.017958,369.091117,365.391592
1004.707080,1004.552288,44408.126448,37552.414049,2349.795559,2102.877858,1002.013309,1070.861108,4766.072758,3918.155493,8904.101904,8559.355928,20337.393852,18797.865102,685.183702,646.532636,5342.264723,4561.656888,489.520907,491.779937
599.754929,736.360501,43968.877391,49986.452546,1322.810030,1251.840310,1317.127439,1872.652449,2961.493047,3515.323159,2605.472325,2708.746275,23738.568547,23409.360133,494.535546,546.332541,5270.315574,5140.172280,1159.181679,1169.267121
3102.444100,2930.767414,31877.304905,33731.021451,1652.814961,1653.641956,699.149889,1126.911875,11744.799957,10130.061926,5949.120741,3224.554531,22430.970015,21070.121094,406.785699,252.998724,4812.527278,4806.365174,417.346856,417.779231
1260.803374,1254.083655,50115.821367,48315.535332,2408.313727,1957.251940,883.133602,917.843358,5715.559838,6789.321794,2925.544451,3486.937376,26107.528854,25289.447846,408.583575,389.802959,6668.408675,6694.242618,312.532001,302.061738
866.230755,772.375954,45212.436739,46612.210162,1213.816683,1208.693836,2193.949913,2858.399560,7549.767700,8098.817698,6065.161777,6023.346662,20874.398362,32071.735280,791.483054,803.359670,4422.763003,3769.060796,401.555340,400.681794
1264.189895,1321.340394,29659.189138,32086.708795,2306.819696,2315.342324,1127.876104,1964.045614,2511.313450,2333.935608,5281.500078,5847.778992,20789.681547,21017.662738,324.013453,199.359446,6225.254488,5476.578077,479.540318,473.365143
1919.010140,1925.260845,37655.386619,36888.331828,1970.185355,1496.635398,847.087827,1497.776939,5852.892876,4930.628674,7497.666072,6106.354680,25160.438284,38206.580362,221.456254,218.928280,3964.394127,3061.572178,536.959839,559.444418
1429.656886,1654.040179,27986.341609,27836.794683,1737.011351,2187.377265,851.168003,868.437401,8314.746893,7919.649339,6722.833772,3355.676123,21840.006569,31854.859862,260.364317,247.366148,3705.105928,3448.550845,1101.121689,1114.255189
474.265385,795.539033,25304.725779,23521.983387,3403.128264,3824.118449,707.652523,703.479960,6180.815027,5732.686374,6634.286027,6975.693568,24311.161588,25499.016284,1002.810087,729.642433,5164.464617,5203.356615,432.271399,433.546081
1496.005015,1509.001980,21780.973461,19015.974654,1447.433592,1428.282824,900.377294,857.009358,2706.478451,2749.555692,1380.326474,2279.886674,12442.619049,13873.752747,409.587382,413.864090,2607.430293,3435.378005,352.934783,361.632625
