harris,,local_laplacian,,unsharp,,bilateral_grid,,camera_pipe,,nl_means,,stencil_chain,,iir_blur,,interpolate,,max_filter,
ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline,ours,baseline
312.073458,288.765026,3691.254319,3741.613917,148.715400,175.906533,174.479093,155.254298,792.539854,581.875620,381.466055,331.059691,2368.977991,2430.313120,81.894942,91.147334,901.827826,1063.088516,124.076451,144.337666
379.405031,372.936551,3730.806820,3793.670580,222.898385,217.302795,177.584141,180.760094,986.450605,976.332287,362.926555,394.968046,2015.520889,2090.810388,86.432136,83.566780,1224.227563,1089.434738,256.258606,194.179236
332.440959,314.319881,5619.100489,5683.996094,282.590535,259.209960,185.743612,213.291023,1347.242866,1244.608425,547.111867,554.146693,1876.469431,2083.764262,163.140997,158.980983,888.853368,895.668678,251.577529,227.685554
485.680782,490.409534,4286.920574,5259.182509,169.862859,176.657909,201.144014,125.927925,940.932249,970.774218,349.663422,322.445203,2056.309245,2123.099737,103.759003,102.053014,1011.045442,985.634422,126.747791,120.283878
547.649816,603.552289,3908.919140,3726.206649,245.713078,241.916933,213.822542,161.555106,845.480800,792.345469,605.158909,529.341450,1658.081031,1657.109922,112.717791,109.192917,1094.382233,950.752273,119.332581,122.280865
357.865797,212.716254,4132.133086,4231.865258,247.876618,171.050885,221.609540,239.659270,1006.165758,817.991070,341.501412,368.608255,1897.861562,1925.936300,178.954653,173.284932,967.701033,942.935762,259.653918,175.433852
218.411902,210.470761,3813.912572,3850.826227,151.669710,170.651186,178.219179,170.433023,545.445189,520.563611,572.706915,664.524951,2115.485817,2121.436656,111.833668,107.406755,927.010233,808.978610,246.409274,239.681693
439.466444,414.172379,4720.176316,4248.722552,230.560063,243.339384,123.899689,183.518564,1102.737990,1113.654092,483.416932,487.452740,2101.321173,2150.320923,84.399594,97.306970,974.474499,857.669592,134.092846,125.933221
268.850460,291.353017,3367.816455,3434.542772,251.960045,274.411334,202.030387,197.879655,564.880765,521.152297,553.725765,488.837331,2542.097122,2542.156641,117.136375,114.749875,972.856880,867.539982,257.064997,199.841935
343.580715,433.206133,4537.373102,4777.119555,230.493986,163.621484,103.924797,107.374698,714.259013,693.040124,374.740450,267.373159,2592.740733,2600.220861,80.216640,85.462801,1084.783767,1046.642935,239.924924,250.924235
344.607908,325.311699,4273.188650,4301.651544,195.147532,133.127618,96.425843,140.577467,850.095453,810.321894,365.059292,384.767960,1639.210701,1584.346074,101.615073,76.893989,849.159703,807.862685,275.325314,260.462685
260.135384,250.344103,3046.718212,3099.981566,169.084028,168.979047,120.069229,115.202565,994.842602,900.683198,456.010914,482.399532,2370.776365,2479.861087,183.663691,181.087725,909.859547,882.606154,284.721112,276.303080
348.100211,332.019002,4492.001210,4596.046338,236.547581,228.421936,160.264423,164.845494,405.717933,546.631551,371.205908,346.250291,1782.635132,1732.726571,111.207823,111.018992,954.789190,924.140419,256.740253,189.783398
384.073610,368.273697,2986.119475,3016.796735,228.586795,224.481701,151.525438,150.621200,995.935157,975.418218,222.864618,263.197703,1778.991507,1522.945318,131.420262,133.784041,806.874458,965.991015,268.752649,217.740310
331.201626,243.021445,3808.122685,3923.951616,239.233793,232.815725,109.489048,126.833613,1056.868686,1036.824986,473.511441,484.518462,3013.855875,2469.115495,97.791080,93.648705,741.337405,992.872827,121.899330,115.579031
274.128024,273.329360,3489.262892,3686.337034,113.998912,79.308046,216.169103,215.658383,653.205574,904.908037,237.337870,235.432347,2436.653842,1963.232957,106.128317,114.747401,961.359009,1165.661371,269.296937,248.073667
288.901948,281.628664,3378.200920,3306.469865,308.079729,305.657629,218.366044,174.938759,1268.545554,1166.462841,358.617472,317.461334,2116.819347,2526.194496,116.745175,114.328836,734.954995,844.932752,267.758485,179.976973
378.392097,364.397610,6464.381717,6002.519502,197.707281,193.276598,160.252177,162.295010,1548.484481,1604.939421,379.943367,251.397250,2193.638623,1717.347882,57.915030,83.172249,673.847920,824.796367,123.401847,111.607168
242.597583,255.318678,4006.956497,3854.635244,219.329913,215.162523,145.672076,141.940409,604.006311,608.306821,342.978986,375.576435,1829.015613,1785.327354,95.611967,92.892702,1061.698473,949.349003,255.249564,247.266286
234.531319,323.869222,4306.152412,4513.053928,307.207277,312.856531,259.285793,254.664015,853.134541,895.268574,569.731792,543.814471,2183.414179,2107.766551,128.876110,104.503031,708.695261,737.851621,126.029807,123.059672
348.109417,243.097515,4531.540790,4595.892007,198.027953,202.268370,187.875694,187.961895,752.320079,709.495848,378.900173,391.432723,1989.107609,1942.174890,108.525976,106.565832,1001.421768,984.760306,244.126998,160.232275
245.529857,235.445341,3840.062486,4077.150019,181.860001,172.209251,152.866288,204.280707,972.661286,698.986195,387.045603,404.091226,2179.236564,2131.140472,140.532237,144.208847,697.016616,786.250254,276.194450,261.899859
227.801930,313.166954,5073.533282,5209.710469,141.752389,144.367560,316.155656,238.685798,953.678074,982.880404,432.502655,455.128180,1561.657491,1495.897668,86.577905,83.097969,959.601185,916.404652,131.037414,115.942048
395.024988,290.108682,4178.458682,4392.082628,211.284324,220.107701,157.628316,161.952519,681.598351,659.281262,257.359475,313.481373,2810.048730,2857.378864,96.759446,94.136569,968.365739,923.892253,265.118314,255.121828
370.429849,359.258783,3458.469432,3463.168654,151.983416,186.405431,195.313959,187.984044,720.243296,973.113111,419.006278,349.385669,2133.564437,2200.544725,121.309249,132.713024,1149.641207,1061.057404,146.912379,140.201929
439.975340,558.405193,3797.448894,4055.502901,163.507740,164.229416,191.230231,184.022252,976.994240,963.414708,474.855563,367.800584,2396.074494,3103.047364,148.280330,146.156754,948.518867,928.981280,141.921960,137.590571
239.903048,248.115492,3302.557656,3669.533141,185.531112,177.749976,167.282454,142.484138,607.668284,705.647063,577.517238,571.253918,3077.671290,2908.764178,112.936424,103.166158,1242.552093,1220.782582,125.820106,122.007863
341.765800,327.261132,5140.021738,5305.905327,199.571964,143.846078,151.567729,190.041418,1144.421416,718.664601,407.088015,422.216676,3223.958025,3196.871099,135.617713,92.944301,1134.540305,961.298983,141.930170,128.462360
280.186090,269.429246,3147.756856,3314.757470,209.114501,203.210983,216.506938,146.145421,482.446361,645.210637,445.531825,397.357691,1991.430974,1970.597435,95.421224,96.676352,911.007958,875.577699,130.849790,120.074332
334.217948,316.870958,4156.370431,4330.097038,198.408825,200.187694,130.232981,188.550698,1046.830153,740.284135,444.978521,441.724450,3052.695810,2760.717886,117.565152,111.750421,1024.489386,939.816556,174.742586,248.070867
253.097327,248.787705,4576.352879,4707.875263,100.027418,142.710507,159.796442,168.140606,964.342773,835.357420,506.797337,480.366826,1403.596397,1352.027287,107.274120,106.178005,926.193596,879.150088,257.470617,244.366938
335.748391,403.635271,2984.260857,3982.643718,174.812671,172.235436,260.495266,267.203365,787.587077,1202.845588,429.097929,434.526188,1789.184661,2043.479495,90.732124,87.269207,979.537570,945.469926,194.897763,195.336049
256.978088,243.582943,2416.420213,2147.836933,154.597150,142.916015,179.182932,177.431389,932.470834,887.933091,417.704301,425.493222,2482.326565,2506.493182,109.070094,106.981480,1042.992221,833.867579,161.584323,139.810512
285.855363,270.562008,3095.769949,3671.544257,198.736758,193.482314,160.306938,164.909899,1133.505381,1040.332017,336.152034,272.999425,1417.306568,1336.847292,114.546962,113.218823,1233.368920,1135.559956,241.676829,234.755215
415.297047,406.031193,3891.154386,4021.585456,285.118522,274.062556,171.001230,180.184958,938.823409,892.126164,409.304667,375.421441,2872.588598,2573.687455,95.480438,96.515716,816.709658,793.603329,124.839486,93.993042
209.047497,150.738063,3991.393217,3888.723036,157.361769,151.249970,139.041157,150.487841,1067.260539,1043.771825,497.846739,417.101257,2227.176583,2149.828702,127.620999,124.599503,814.017415,528.514613,256.363556,216.476131
391.407230,320.822723,4769.107204,4601.906321,212.088008,246.805486,112.843566,168.626545,812.364923,751.493730,363.690831,365.251545,2062.047777,2024.643364,120.710984,122.100859,888.648841,862.968926,125.777179,126.426348
389.850135,368.057270,6305.037409,6402.518858,218.224009,219.573547,142.368347,98.133033,979.115287,955.224946,571.475071,505.212251,1932.687132,1743.920515,149.623947,104.390614,993.528065,967.442908,252.986574,234.860300
411.546918,397.960303,2250.365948,2255.996091,190.683593,185.118534,240.568113,194.039656,1117.533457,1011.992665,448.096966,369.016617,2553.624335,2635.884451,102.992340,102.576321,886.428715,856.000972,281.126496,272.755436
336.382687,350.113694,2881.990357,2731.641994,153.911365,148.514150,275.354501,277.604391,610.780459,513.134956,286.080830,281.349628,2629.074385,2670.417532,125.034922,121.791180,953.995048,936.757662,143.888035,117.788658
395.521819,275.067944,3668.408021,3814.893935,176.142821,177.525378,162.021471,135.661926,775.674515,749.320066,367.149370,393.268288,1953.114014,1905.375181,121.239847,125.697209,738.031106,903.345371,254.007432,256.495713
265.296033,249.729348,3733.936902,2844.075688,335.968014,327.557616,236.248138,145.970070,1351.570360,1286.889308,368.099984,353.666006,2517.465763,2361.195074,86.988568,115.451635,1011.087558,982.868159,96.833891,96.051618
455.421067,441.203725,3675.083540,2643.984078,332.131972,344.056216,244.213846,186.038190,736.502103,476.249366,463.978852,520.043760,2510.246751,2279.529281,78.739389,85.158382,897.667596,1159.546257,129.122704,125.879705
374.339046,351.592102,4109.473426,4122.632673,234.479851,181.073981,218.214013,265.687492,910.811381,897.334126,443.087275,459.466621,2520.442609,2001.213314,138.119129,136.179279,1170.740598,1143.630699,260.035910,247.609028
268.074931,259.326518,2836.769549,3972.368457,133.708621,195.426144,204.534059,209.029835,1062.992270,975.095904,402.545120,436.500324,2586.896841,2298.690843,69.496720,91.409398,1096.758301,1103.037382,218.200456,197.398712
350.120471,241.174043,4050.628281,4187.691797,232.355425,228.282153,281.625500,194.544631,776.495244,691.267608,725.914662,719.458812,2228.428674,2189.436355,158.522936,151.541243,614.914293,825.648761,248.472509,246.456620
